date,employee_id,line_id,amount
2020-01,700,309,195000.0
2020-02,700,309,195000.0
2020-03,700,309,195000.0
2020-04,700,309,195000.0
2020-05,700,309,195000.0
2020-06,700,309,195000.0
2020-07,700,309,195000.0
2020-08,700,309,195000.0
2020-09,700,309,195000.0
2020-10,700,309,195000.0
2020-11,700,309,195000.0
2020-12,700,309,195000.0
2021-01,700,309,195000.0
2021-02,700,309,195000.0
2021-03,700,309,195000.0
2021-04,700,309,195000.0
2021-05,700,309,195000.0
2021-06,700,309,195000.0
2021-07,700,309,195000.0
2021-08,700,309,195000.0
2021-09,700,309,195000.0
2021-10,700,309,195000.0
2021-11,700,309,195000.0
2021-12,700,309,195000.0
2022-01,700,309,195000.0
2022-02,700,309,195000.0
2022-03,700,309,195000.0
2022-04,700,309,195000.0
2022-05,700,309,195000.0
2022-06,700,309,195000.0
2022-07,700,309,195000.0
2022-08,700,309,195000.0
2022-09,700,309,195000.0
2022-10,700,309,195000.0
2022-11,700,309,195000.0
2022-12,700,309,195000.0
2023-01,700,309,195000.0
2023-02,700,309,195000.0
2023-03,700,309,195000.0
2023-04,700,309,195000.0
2023-05,700,309,195000.0
2023-06,700,309,195000.0
2023-07,700,309,195000.0
2023-08,700,309,195000.0
2023-09,700,309,195000.0
2023-10,700,309,195000.0
2023-11,700,309,195000.0
2023-12,700,309,195000.0
2024-01,700,309,195000.0
2024-02,700,309,195000.0
2024-03,700,309,195000.0
2024-04,700,309,195000.0
2024-05,700,309,195000.0
2024-06,700,309,195000.0
2024-07,700,309,195000.0
2024-08,700,309,195000.0
2024-09,700,309,195000.0
2024-10,700,309,195000.0
2024-11,700,309,195000.0
2024-12,700,309,195000.0
2025-01,700,309,195000.0
2025-02,700,309,195000.0
2025-03,700,309,195000.0
2025-04,700,309,195000.0
2025-05,700,309,195000.0
2025-06,700,309,195000.0
2025-07,700,309,195000.0
2025-08,700,309,195000.0
2025-09,700,309,195000.0
2025-10,700,309,195000.0
2025-11,700,309,195000.0
2025-12,700,309,195000.0
2020-01,578,309,172500.0
2020-02,578,309,172500.0
2020-03,578,309,172500.0
2020-04,578,309,172500.0
2020-05,578,309,172500.0
2020-06,578,309,172500.0
2020-07,578,309,172500.0
2020-08,578,309,172500.0
2020-09,578,309,172500.0
2020-10,578,309,172500.0
2020-11,578,309,172500.0
2020-12,578,309,172500.0
2021-01,578,309,172500.0
2021-02,578,309,172500.0
2021-03,578,309,172500.0
2021-04,578,309,172500.0
2021-05,578,309,172500.0
2021-06,578,309,172500.0
2021-07,578,309,172500.0
2021-08,578,309,172500.0
2021-09,578,309,172500.0
2021-10,578,309,172500.0
2021-11,578,309,172500.0
2021-12,578,309,172500.0
2022-01,578,309,172500.0
2022-02,578,309,172500.0
2022-03,578,309,172500.0
2022-04,578,309,172500.0
2022-05,578,309,172500.0
2022-06,578,309,172500.0
2022-07,578,309,172500.0
2022-08,578,309,172500.0
2022-09,578,309,172500.0
2022-10,578,309,172500.0
2022-11,578,309,172500.0
2022-12,578,309,172500.0
2023-01,578,309,172500.0
2023-02,578,309,172500.0
2023-03,578,309,172500.0
2023-04,578,309,172500.0
2023-05,578,309,172500.0
2023-06,578,309,172500.0
2023-07,578,309,172500.0
2023-08,578,309,172500.0
2023-09,578,309,172500.0
2023-10,578,309,172500.0
2023-11,578,309,172500.0
2023-12,578,309,172500.0
2024-01,578,309,172500.0
2024-02,578,309,172500.0
2024-03,578,309,172500.0
2024-04,578,309,172500.0
2024-05,578,309,172500.0
2024-06,578,309,172500.0
2024-07,578,309,172500.0
2024-08,578,309,172500.0
2024-09,578,309,172500.0
2024-10,578,309,172500.0
2024-11,578,309,172500.0
2024-12,578,309,172500.0
2025-01,578,309,172500.0
2025-02,578,309,172500.0
2025-03,578,309,172500.0
2025-04,578,309,172500.0
2025-05,578,309,172500.0
2025-06,578,309,172500.0
2025-07,578,309,172500.0
2025-08,578,309,172500.0
2025-09,578,309,172500.0
2025-10,578,309,172500.0
2025-11,578,309,172500.0
2025-12,578,309,172500.0
2020-01,789,309,168100.0
2020-02,789,309,168100.0
2020-03,789,309,168100.0
2020-04,789,309,168100.0
2020-05,789,309,168100.0
2020-06,789,309,168100.0
2020-07,789,309,168100.0
2020-08,789,309,168100.0
2020-09,789,309,168100.0
2020-10,789,309,168100.0
2020-11,789,309,168100.0
2020-12,789,309,168100.0
2021-01,789,309,168100.0
2021-02,789,309,168100.0
2021-03,789,309,168100.0
2021-04,789,309,168100.0
2021-05,789,309,168100.0
2021-06,789,309,168100.0
2021-07,789,309,168100.0
2021-08,789,309,168100.0
2021-09,789,309,168100.0
2021-10,789,309,168100.0
2021-11,789,309,168100.0
2021-12,789,309,168100.0
2022-01,789,309,168100.0
2022-02,789,309,168100.0
2022-03,789,309,168100.0
2022-04,789,309,168100.0
2022-05,789,309,168100.0
2022-06,789,309,168100.0
2022-07,789,309,168100.0
2022-08,789,309,168100.0
2022-09,789,309,168100.0
2022-10,789,309,168100.0
2022-11,789,309,168100.0
2022-12,789,309,168100.0
2023-01,789,309,168100.0
2023-02,789,309,168100.0
2023-03,789,309,168100.0
2023-04,789,309,168100.0
2023-05,789,309,168100.0
2023-06,789,309,168100.0
2023-07,789,309,168100.0
2023-08,789,309,168100.0
2023-09,789,309,168100.0
2023-10,789,309,168100.0
2023-11,789,309,168100.0
2023-12,789,309,168100.0
2024-01,789,309,168100.0
2024-02,789,309,168100.0
2024-03,789,309,168100.0
2024-04,789,309,168100.0
2024-05,789,309,168100.0
2024-06,789,309,168100.0
2024-07,789,309,168100.0
2024-08,789,309,168100.0
2024-09,789,309,168100.0
2024-10,789,309,168100.0
2024-11,789,309,168100.0
2024-12,789,309,168100.0
2025-01,789,309,168100.0
2025-02,789,309,168100.0
2025-03,789,309,168100.0
2025-04,789,309,168100.0
2025-05,789,309,168100.0
2025-06,789,309,168100.0
2025-07,789,309,168100.0
2025-08,789,309,168100.0
2025-09,789,309,168100.0
2025-10,789,309,168100.0
2025-11,789,309,168100.0
2025-12,789,309,168100.0
2020-01,131,309,163900.0
2020-02,131,309,163900.0
2020-03,131,309,163900.0
2020-04,131,309,163900.0
2020-05,131,309,163900.0
2020-06,131,309,163900.0
2020-07,131,309,163900.0
2020-08,131,309,163900.0
